OGNTsort	Español
048420	de las
048421	declaraciones
048422	de él
048423	Y
048424	habiendo vuelto atrás
048425	desde
048426	la
048427	tumba conmemorativa
048428	dieron mensaje
048429	estas (cosas)
048430	todas
048431	a los
048432	once
048433	y
048434	a todos
048435	los
048436	sobrantes
048437	Estaban siendo
048438	pero
048439	la
048440	Magdalena
048441	María
048442	y
048443	Juana
048444	y
048445	María
048446	la
048447	de Jacobo
048448	y
048449	las
048450	sobrantes
048451	junto con
048452	ellas
048453	estaban diciendo
048454	hacia
048455	los
048456	enviados como emisarios
048457	estas (cosas)
048458	Y
048459	fue hecho aparecer
048460	a vista de
048461	ellos
048462	como
048463	habla sin sentido
048464	las
048465	declaraciones
048466	estas
048467	y
048468	estaban no confiando
048469	a ellas
048470	El
048471	pero
048472	Pedro
048473	habiendo levantado
048474	corrió
048475	sobre
048476	a la
048477	tumba conmemorativa
048478	y
048479	habiendo inclinado de lado
048480	está viendo
048481	las
048482	vendas
048483	solas
048484	y
048485	vino desde
048486	hacia
048487	a sí mismo
048488	estando maravillando
048489	a lo (que)
048490	ha llegado a ser
048491	Y
048492	mira
048493	dos
048494	procedente de
048495	ellos
048496	en
048497	mismo
048498	el
048499	día
048500	estaban siendo
048501	estando yendo en camino
048502	hacia dentro
048503	aldea
048504	estando teniendo desde
048505	estadios
048506	sesenta
048507	desde
048508	Jerusalén
048509	a cual
048510	nombre
048511	Emaús
048512	Y
048513	ellos
048514	estaban conversando
048515	hacia
048516	uno a otro
048517	acerca de
048518	todas (cosas)
048519	de las
048520	han acontecido
048521	estas
048522	Y
048523	llegó a ser
048524	en
048525	el
048526	estar conversando
048527	ellos
048528	y
048529	estar examinando juntos
048530	y
048531	él
048532	Jesús
048533	habiendo acercado
048534	estaba yendo en camino junto con
048535	ellos
048536	Los
048537	pero
048538	ojos
048539	de ellos
048540	estaban siendo asidos firmemente
048541	de el
048542	no
048543	reconocer
048544	a él
048545	Dijo
048546	pero
048547	hacia
048548	ellos
048549	¿Cuales
048550	las
048551	palabras
048552	estas
048553	cuales
048554	están echando en intercambio
048555	hacia
048556	uno a otro
048557	estando caminando alrededor?
048558	Y
048559	fueron hechos pararse
048560	de rostro triste
048561	Habiendo respondido
048562	pero
048563	uno
048564	(de) nombre
048565	Cleopas
048566	dijo
048567	hacia
048568	él
048569	¿Tú
048570	solo
048571	estás alojando
048572	(en) Jerusalén
048573	y
048574	no
048575	habiendo conocido
048576	las (cosas)
048577	habiendo llegado a ser
048578	en
048579	ella
048580	en
048581	los
048582	días
048583	estos?
048584	Y
048585	dijo
048586	a ellos
048587	¿De qué clase?
048588	Los
048589	pero
048590	dijeron
048591	a él
048592	Las (cosas)
048593	acerca de
048594	Jesús
048595	el
048596	Nazareno
048597	quien
048598	llegó a ser
048599	varón
048600	vocero
048601	poderoso
048602	en
048603	obra
048604	y
048605	palabra
048606	delante de
048607	el
048608	Dios
048609	y
048610	de todo
048611	el
048612	pueblo
048613	cómo
048614	también
048615	entregaron
048616	a él
048617	los
048618	jefes de sacerdotes
048619	y
048620	los
048621	gobernantes
048622	de nosotros
048623	hacia dentro
048624	juicio
048625	de muerte
048626	y
048627	fijaron em madero de ejecución
048628	a él
048629	Nosotros
048630	pero
048631	estábamos esperando
048632	que
048633	él
048634	está siendo
048635	el
048636	estando por
048637	estar rescatando
048638	a el
048639	Israel
048640	pero
048641	pues
048642	también
048643	junto con
048644	todas
048645	estas (cosas)
048646	tercer
048647	este
048648	día
048649	está conduciendo
048650	desde
048651	que
048652	estas (cosas)
048653	llegó a ser
048654	pero
048655	también
048656	mujeres
048657	algunas
048658	procedente de
048659	nosotros
048660	estuvieron fuera de sí
048661	a nosotros
048662	habiendo llegado a ser
048663	de madrugada
048664	sobre
048665	la
048666	tumba conmemorativa
048667	Y
048668	no
048669	habiendo hallado
048670	el
048671	cuerpo
048672	de él
048673	vinieron
048674	estando diciendo
048675	también
048676	visión
048677	de mensajeros
048678	haber visto
048679	quienes
048680	están diciendo
048681	(que) él
048682	estar viviendo
048683	Y
048684	vinieron desde
048685	algunos
048686	de los
048687	junto con
048688	nosotros
048689	sobre
048690	la
048691	tumba conmemorativa
048692	y
048693	hallaron
048694	así
048695	según como
048696	también
048697	las
048698	mujeres
048699	dijeron
048700	a él
048701	pero
048702	no
048703	vieron
048704	Y
048705	él
048706	dijo
048707	hacia
048708	ellos
048709	Oh
048710	insensatos
048711	y
048712	lentos
048713	(de) el
048714	corazón
048715	de el
048716	estar confiando
048717	sobre
048718	todas (cosas)
048719	cuales
048720	hablaron
048721	los
048722	voceros
048723	¿No
048724	estas (cosas)
048725	estaba siendo necesario
048726	sufrir
048727	el
048728	Ungido
048729	y
048730	venir hacia dentro
048731	a
048732	el
048733	esplendor
048734	de él?
048735	Y
048736	habiendo comenzado
048737	desde
048738	Moisés
048739	y
048740	desde
048741	todos
048742	los
048743	voceros
048744	interpretó
048745	a ellos
048746	en
048747	todos
048748	los
048749	escritos
048750	las (cosas)
048751	acerca de
048752	él mismo
048753	Y
048754	(se) acercaron
048755	hacia dentro
048756	a la
048757	aldea
048758	donde
048759	estaban yendo en camino
048760	y
048761	él
048762	pretendió
048763	más lejos
048764	estar yendo en camino
048765	Y
048766	presionaron obligando
048767	a él
048768	estando diciendo
048769	Permanece
048770	con
048771	nosotros
048772	que
048773	hacia
048774	tarde
048775	está siendo
048776	y
048777	ha declinado
048778	ya
048779	el
048780	día
048781	Y
048782	vino hacia dentro
048783	de el
048784	permanecer
048785	junto con
048786	ellos
048787	Y
048788	llegó a ser
048789	en
048790	el
048791	ser reclinado
048792	él
048793	con
048794	ellos
048795	habiendo tomado
048796	el
048797	pan
048798	bendijo
048799	y
048800	habiendo quebrado
048801	estaba dando
048802	a ellos
048803	De ellos
048804	pero
048805	fueron abiertos completamente
048806	los
048807	ojos
048808	y
048809	reconocieron
048810	a él
048811	y
048812	él
048813	desaparecido
048814	llegó a ser
048815	desde
048816	ellos
048817	Y
048818	dijeron
048819	hacia
048820	uno a otro
048821	¿No
048822	el
048823	corazón
048824	de nosotros
048825	estaba siendo hecho arder
048826	estaba siendo
048827	en
048828	nosotros
048829	cómo
048830	estaba hablando
048831	a nosotros
048832	en
048833	el
048834	camino
048835	cómo
048836	estaba abriendo completamente
048837	a nosotros
048838	los
048839	escritos?
048840	Y
048841	habiendo puesto de pie
048842	misma
048843	la
048844	hora
048845	volvieron atrás
048846	hacia dentro
048847	Jerusalén
048848	y
048849	hallaron
048850	han sido reunidos
048851	los
048852	once
048853	y
048854	los
048855	junto con
048856	ellos
048857	estando diciendo
048858	que
048859	Verdaderamente
048860	fue levantado
048861	el
048862	Señor
048863	y
048864	fue visto
048865	a Simón
048866	Y
048867	ellos
048868	estaban explicando detalladamente
048869	las (cosas)
048870	en
048871	el
048872	camino
048873	y
048874	como
048875	fue conocido
048876	a ellos
048877	en
048878	el
048879	quebrantamiento
048880	de el
048881	pan
048882	Estas (cosas)
048883	pero
048884	de ellos
048885	estando hablando
048886	él
048887	(se) puso de pie
048888	en
048889	medio
048890	de ellos
048891	y
048892	está diciendo
048893	a ellos
048894	Paz
048895	a ustedes
048896	Habiendo sido aterrorizados
048897	pero
048898	y
048899	atemorizados
048900	habiendo llegado a ser
048901	estaban pensando
048902	a espíritu
048903	estar contemplando
048904	Y
048905	dijo
048906	a ellos
048907	¿Por qué
048908	han sido agitados
048909	están siendo
048910	y
048911	por
048912	qué
048913	razonamientos
048914	están subiendo
048915	en
048916	el
048917	corazón
048918	de ustedes?
048919	Vean
048920	las
048921	manos
048922	mías
048923	y
048924	los
048925	pies
048926	míos
048927	que
048928	yo
048929	estoy siendo
048930	mismo
048931	palpen
048932	a mí
048933	y
048934	vean
048935	que
048936	espíritu
048937	carne
048938	y
048939	huesos
048940	no
048941	está teniendo
048942	según como
048943	a mí
048944	están contemplando
048945	estando teniendo
048946	Y
048947	esto
048948	habiendo dicho
048949	mostró
048950	a ellos
048951	las
048952	manos
048953	y
048954	los
048955	pies
048956	Todavía
048957	pero
048958	no estando confiando
048959	de ellos
048960	desde
048961	el
048962	regocijo
048963	y
048964	estando maravillando
048965	dijo
048966	a ellos
048967	¿Están teniendo
048968	algo
048969	comestible
048970	aquí?
048971	Los
048972	pero
048973	dieron
048974	a él
048975	pescado
048976	asado
048977	pieza
048978	Y
048979	habiendo tomado
048980	a vista de
048981	ellos
048982	comió
048983	Dijo
048984	pero
048985	hacia
048986	a ellos
048987	Estas
048988	las
048989	palabras
048990	mías
048991	cuales
048992	hablé
048993	hacia
048994	ustedes
048995	todavía
048996	estando siendo
048997	junto con
048998	ustedes
048999	que
049000	está siendo necesario
049001	ser llenado a plenitud
049002	todas
049003	las (cosas)
049004	han sido escritas
049005	en
049006	la
049007	ley
049008	de Moisés
049009	y
049010	los
049011	voceros
049012	y
049013	Salmos
049014	acerca de
049015	mí
049016	Entonces
049017	abrió completamente
049018	de ellos
049019	la
049020	mente
049021	de el
049022	estar comprendiendo
049023	los
049024	escritos
049025	Y
049026	dijo
049027	a ellos
049028	que
049029	Así
049030	ha sido escrito
049031	sufrir
049032	a el
049033	Ungido
049034	y
049035	levantar
049036	hacia fuera de
049037	muertos
049038	el
049039	tercer
049040	día
049041	Y
049042	ser predicado
049043	sobre
049044	el
049045	nombre
049046	de él
049047	cambio de mente
049048	hacia dentro
049049	dejar ir
049050	pecados
049051	hacia dentro
049052	todas
049053	las
049054	naciones...
049055	habiendo comenzado
049056	desde
049057	Jerusalén
049058	Ustedes
049059	testigos
049060	de estas (cosas)
049061	Y
049062	mira
049063	yo
049064	estoy enviando como emisario
049065	la
049066	promesa
049067	de el
049068	Padre
049069	mío
049070	sobre
049071	ustedes
049072	ustedes
049073	pero
049074	siéntense
049075	en
049076	la
049077	ciudad
049078	hasta
049079	que
049080	sean investidos
049081	procedente de
049082	altura
049083	(de) poder
049084	Condujo hacia fuera
049085	pero
049086	a ellos
049087	afuera
049088	hasta
049089	hacia
049090	Betania
049091	y
049092	habiendo elevado
049093	las
049094	manos
049095	de él
049096	bendijo
049097	a ellos
049098	Y
049099	llegó a ser
049100	en
049101	el
049102	estar bendiciendo
049103	él
049104	a ellos
049105	(se) separó
049106	desde
049107	ellos
049108	y
049109	estaba siendo llevado hacia
049110	hacia dentro
049111	el
049112	cielo
049113	Y
049114	ellos
049115	habiendo postrado en reverencia
049116	(ante) él
049117	volvieron atrás
049118	hacia dentro
049119	Jerusalén
049120	con
049121	regocijo
049122	grande
049123	Y
049124	estaban siendo
049125	a través de
049126	todo (tiempo)
049127	en
049128	el
049129	templo
049130	estando bendiciendo
049131	a el
049132	Dios
049133	En
049134	principio
049135	estaba siendo
049136	la
049137	Palabra
049138	y
049139	la
049140	Palabra
049141	estaba siendo
049142	hacia
049143	el
049144	Dios
049145	y
049146	dios
049147	estaba siendo
049148	la
049149	Palabra
049150	Este
049151	estaba siendo
049152	en
049153	principio
049154	hacia
049155	el
049156	Dios
049157	Todas (cosas)
049158	a través de
049159	él
049160	llegó a ser
049161	y
049162	sin
049163	él
049164	llegó a ser
049165	ni
049166	uno (cosa)
049167	cual
049168	ha llegado a ser
049169	En
049170	él
049171	vida
049172	estaba siendo
049173	y
049174	la
049175	vida
049176	estaba siendo
049177	la
049178	luz
049179	de los
049180	hombres
049181	Y
049182	la
049183	luz
049184	en
049185	la
049186	oscuridad
049187	está brillando
049188	y
049189	la
049190	oscuridad
049191	a ella
049192	no
049193	hacia abajo tomó
049194	Llegó a ser
049195	hombre
049196	ha sido enviado como emisario
049197	al lado de
049198	Dios
049199	nombre
049200	(de) él
049201	Juan
049202	Este
049203	vino
049204	hacia dentro
049205	testimonio
049206	para que
049207	dé testimonio
049208	acerca de
049209	la
049210	luz
049211	para que
049212	todos
049213	confíen
049214	a través de
049215	él
049216	No
049217	estaba siendo
049218	aquella
049219	la
049220	luz
049221	sino
049222	para que
049223	dé testimonio
049224	acerca de
049225	la
049226	luz
049227	Estaba siendo
049228	la
049229	luz
049230	la
049231	verdadera
049232	cual
049233	está iluminando
049234	a todo
049235	hombre
049236	estando viniendo
049237	hacia dentro
049238	el
049239	mundo
049240	En
049241	el
049242	mundo
049243	estaba siendo
049244	y
049245	el
049246	mundo
049247	a través de
049248	él
049249	llegó a ser
049250	y
049251	el
049252	mundo
049253	a él
049254	no
049255	conoció
049256	Hacia dentro
049257	los
049258	suyos
049259	vino
049260	y
049261	los
049262	suyos
049263	a él
049264	no
049265	tomaron consigo
049266	Tantos como
049267	pero
049268	recibieron
049269	a él
049270	dio
049271	a ellos
049272	autoridad
049273	hijos
049274	de Dios
049275	llegar a ser
049276	a los
049277	estando confiando
049278	hacia dentro
049279	el
049280	nombre
049281	de él
049282	Quienes
049283	no
049284	procedente de
049285	sangres
049286	ni
049287	procedente de
049288	cosa deseada
049289	de carne
049290	ni
049291	procedente de
049292	cosa deseada
049293	de varón
049294	sino
049295	procedente de
049296	Dios
049297	fueron generados
049298	Y
049299	la
049300	Palabra
049301	carne
049302	llegó a ser
049303	y
049304	habitó en tienda
049305	entre
049306	nosotros
049307	y
049308	vimos
049309	el
049310	esplendor
049311	de él
049312	esplendor
049313	como
049314	de unigénito
049315	al lado de
049316	Padre
049317	lleno
049318	de bondad inmerecida
049319	y
049320	verdad
049321	Juan
049322	está dando testimonio
049323	acerca de
049324	él
049325	y
049326	ha clamado a gritos
049327	estando diciendo
049328	Este
049329	estaba siendo
049330	(de) quien
049331	dije
049332	El
049333	detrás de
049334	mí
049335	estando viniendo
049336	enfrente de
049337	mí
049338	ha llegado a ser
049339	porque
049340	más primero que
049341	yo
049342	estaba siendo
049343	Porque
049344	procedente de
049345	la
049346	plenitud
049347	de él
049348	nosotros
049349	todos
049350	recibimos
049351	también
049352	bondad inmerecida
049353	en lugar de
049354	bondad inmerecida
049355	Porque
049356	la
049357	ley
049358	a través de
049359	Moisés
049360	fue dada
049361	la
049362	bondad inmerecida
049363	y
049364	la
049365	verdad
049366	a través de
049367	Jesús
049368	Ungido
049369	llegó a ser
049370	A Dios
049371	nadie
049372	ha visto
049373	en ningún tiempo
049374	unigénito
049375	dios
049376	el
049377	estando siendo
049378	hacia dentro
049379	el
049380	seno
049381	de el
049382	Padre
049383	aquél
049384	explicó detalladamente
049385	Y
049386	este
049387	está siendo
049388	el
049389	testimonio
049390	de el
049391	Juan
049392	cuando
049393	enviaron (con emisarios)
049394	hacia
049395	él
049396	los
049397	judíos
049398	procedente de
049399	Jerusalén
049400	sacerdotes
049401	y
049402	levitas
049403	para que
049404	pregunten
049405	a él
049406	¿Tú
049407	quién
049408	estás siendo?
049409	Y
049410	confesó
049411	y
049412	no
049413	negó
049414	y
049415	confesó
049416	que
049417	Yo
049418	no
049419	estoy siendo
049420	el
049421	Ungido
049422	Y
049423	preguntaron
049424	a él
049425	¿Qué
049426	por lo tanto?
049427	¿Tú
049428	Elías
049429	estás siendo?
049430	Y
049431	está diciendo
049432	No
049433	estoy siendo
049434	¿El
049435	vocero
049436	estás siendo
049437	tú?
049438	Y
049439	respondió
049440	No
049441	Dijeron
049442	por lo tanto
049443	a él
049444	¿Quién
049445	estás siendo?
049446	Para que
049447	respuesta
049448	demos
049449	a los
049450	habiendo enviado
049451	a nosotros
049452	¿Qué
049453	estás diciendo
049454	acerca de
049455	ti mismo?
049456	Estaba diciendo
049457	Yo
049458	voz
049459	de estando clamando
049460	en
049461	el
049462	desierto
049463	Hagan recto
049464	el
049465	camino
049466	de Señor
049467	según como
049468	dijo
049469	Isaías
049470	el
049471	vocero
049472	Y
049473	han sido enviados como emisarios
049474	estaban siendo
049475	procedente de
049476	los
049477	fariseos
049478	Y
049479	preguntaron
049480	a él
049481	y
049482	dijeron
049483	a él
049484	¿Por qué
049485	por lo tanto
049486	estás sumergiendo
049487	si
049488	tú
049489	no
049490	estás siendo
049491	el
049492	Ungido
049493	ni
049494	Elías
049495	ni
049496	el
049497	vocero?
049498	Respondió
049499	a ellos
049500	el
049501	Juan
049502	estando diciendo
049503	Yo
049504	estoy sumergiendo
049505	en
049506	agua
049507	en medio
049508	de ustedes
049509	ha puesto de pie
049510	a quien
049511	ustedes
049512	no
049513	han sabido
049514	El
049515	detrás de
049516	mí
049517	estando viniendo
049518	de quien
049519	no
049520	estoy siendo
049521	yo
049522	digno
049523	para que
049524	desate
049525	de él
049526	la
049527	correa
049528	de la
049529	sandalia
049530	Estas (cosas)
049531	en
049532	Betania
049533	llegó a ser
049534	al otro lado de
049535	el
049536	Jordán
049537	donde
049538	estaba siendo
049539	el
049540	Juan
049541	estando sumergiendo
049542	El
049543	día siguiente
049544	está viendo
049545	a el
049546	Jesús
049547	estando viniendo
049548	hacia
049549	él
049550	y
049551	está diciendo
049552	Mira
049553	el
049554	Cordero
049555	de el
049556	Dios
049557	el
049558	estando alzando
049559	el
049560	pecado
049561	de el
049562	mundo
049563	Este
049564	está siendo
049565	por causa de
049566	quien
049567	yo
049568	dije
049569	Detrás de
049570	mí
049571	está viniendo
049572	varón
049573	quien
049574	enfrente de
049575	mí
049576	ha llegado a ser
049577	porque
049578	más primero que
049579	yo
049580	estaba siendo
049581	Y yo
049582	no
049583	había sabido
049584	(de) él
049585	sino
049586	para que
049587	sea hecho manifiesto
049588	a el
049589	Israel
049590	por
049591	esto
049592	vine
049593	yo
049594	en
049595	agua
049596	estando sumergiendo
049597	Y
049598	dio testimonio
049599	Juan
049600	estando diciendo
049601	que
049602	He visto
049603	el
049604	espíritu
049605	estando descendiendo
049606	tal como
049607	paloma
049608	procedente de
049609	cielo
049610	y
049611	permaneció
049612	sobre
049613	él
049614	Y yo
049615	no
049616	había sabido
049617	(de) él
049618	sino
049619	el
049620	habiendo enviado
049621	a mí
049622	estar sumergiendo
049623	en
049624	agua
049625	aquél
049626	a mí
049627	dijo
049628	Sobre
049629	quien
049630	probable
049631	veas
049632	el
049633	espíritu
049634	estando descendiendo
049635	y
049636	estando permaneciendo
049637	sobre
049638	él
049639	este
049640	está siendo
049641	el
049642	estando sumergiendo
049643	en
049644	espíritu
049645	santo
049646	Y yo
049647	he visto
049648	y
049649	he dado testimonio
049650	que
049651	este
049652	está siendo
049653	el
049654	Hijo
049655	de el
049656	Dios
049657	El
049658	día siguiente
049659	otra vez
049660	había puesto de pie
049661	el
049662	Juan
049663	y
049664	procedente de
049665	los
049666	aprendices
049667	de él
049668	dos
049669	Y
049670	habiendo mirado fijamente
049671	a el
049672	Jesús
049673	estando caminando alrededor
049674	está diciendo
049675	Mira
049676	el
049677	Cordero
049678	de el
049679	Dios
049680	Y
049681	oyeron
049682	los
049683	dos
049684	aprendices
049685	de él
049686	estando hablando
049687	y
049688	siguieron
049689	a el
049690	Jesús
049691	Habiendo sido vuelto
049692	pero
049693	el
049694	Jesús
049695	y
049696	habiendo visto
049697	a ellos
049698	estando siguiendo
049699	está diciendo
049700	a ellos
049701	¿Qué
049702	están buscando?
049703	Los
049704	pero
049705	dijeron
049706	a él
049707	Rabí
049708	-- cual
049709	está siendo dicho
049710	estando siendo traducido
049711	Maestro --
049712	¿dónde
049713	estás permaneciendo?
049714	Está diciendo
049715	a ellos
049716	Estén viniendo
049717	y
049718	verán
049719	Vinieron
049720	por lo tanto
049721	y
049722	vieron
049723	donde
049724	está permaneciendo
049725	y
049726	al lado de
049727	él
049728	permanecieron
049729	el
049730	día
049731	aquél
049732	hora
049733	estaba siendo
049734	como
049735	décima
049736	Estaba siendo
049737	Andrés
049738	el
049739	hermano
049740	de Simón
049741	Pedro
049742	uno
049743	procedente de
049744	los
049745	dos
049746	de los
049747	habiendo oído
049748	al lado de
049749	Juan
049750	y
049751	habiendo seguido
049752	a él
049753	Está hallando
049754	este
049755	primero
049756	a el
049757	hermano
049758	el
049759	propio
049760	Simón
049761	y
049762	está diciendo
049763	a él
049764	Hemos hallado
049765	a el
049766	Mesías
049767	-- cual
049768	es
049769	estando siendo traducido
049770	Ungido --
049771	Condujo
049772	a él
049773	hacia
049774	el
049775	Jesús
049776	habiendo mirado fijamente
049777	a él
049778	el
049779	Jesús
049780	dijo
049781	Tú
049782	estás siendo
049783	Simón
049784	el
049785	hijo
049786	de Juan
049787	tú
049788	serás llamado
049789	Cefas
049790	-- cual
049791	está siendo traducido
049792	Pedro --
049793	El
049794	día siguiente
049795	quiso
049796	venir hacia fuera
049797	hacia dentro
049798	a la
049799	Galilea
049800	y
049801	está hallando
049802	a Felipe
049803	y
049804	está diciendo
049805	a él
049806	el
049807	Jesús
049808	Estés siguiendo
049809	a mí
049810	Estaba siendo
049811	pero
049812	el
049813	Felipe
049814	desde
049815	Betsaida
049816	procedente de
049817	la
049818	ciudad
049819	de Andrés
049820	y
049821	de Pedro
049822	Está hallando
049823	Felipe
049824	a el
049825	Natanael
049826	y
049827	está diciendo
049828	a él
049829	(De) quien
049830	escribió
049831	Moisés
049832	en
049833	la
049834	ley
049835	y
049836	los
049837	voceros
049838	hemos hallado
049839	a Jesús
049840	hijo
049841	de el
049842	José
049843	el
049844	desde
049845	Nazaret
049846	Y
049847	dijo
049848	a él
049849	Natanael
049850	¿Procedente de
049851	Nazaret
049852	está siendo posible
049853	algo
049854	bueno
049855	estar siendo?
049856	Está diciendo
049857	a él
049858	el
049859	Felipe
049860	Estés viniendo
049861	y
049862	ve
049863	Vio
049864	el
049865	Jesús
049866	a el
049867	Natanael
049868	estando viniendo
049869	hacia
049870	él
049871	y
049872	está diciendo
049873	acerca de
049874	él
049875	Mira
049876	verdaderamente
049877	israelita
049878	en
049879	quien
049880	engaño
049881	no
049882	está siendo
049883	Está diciendo
049884	a él
049885	Natanael
049886	¿De dónde
049887	a mí
049888	estás conociendo?
049889	Respondió
049890	Jesús
049891	y
049892	dijo
049893	a él
049894	Antes
049895	de el
049896	a ti
049897	Felipe
049898	emitir voz
049899	estando siendo
049900	debajo
049901	(de) la
049902	higuera
049903	ví
049904	a ti
049905	Respondió
049906	a él
049907	Natanael
049908	Rabí
049909	tú
049910	estás siendo
049911	el
049912	Hijo
049913	de el
049914	Dios
049915	tú
049916	rey
049917	estás siendo
049918	de el
049919	Israel
049920	Respondió
049921	Jesús
049922	y
049923	dijo
049924	a él
049925	¿Porque
049926	dije
049927	a ti
049928	que
049929	ví
049930	a ti
049931	debajo
049932	de la
049933	higuera
049934	estás confiando?
049935	Más grandes que
049936	de estas (cosas)
049937	verás
049938	Y
049939	está diciendo
049940	a él
049941	Amén
049942	amén
049943	estoy diciendo
049944	a ustedes
049945	verán
049946	el
049947	cielo
049948	(se) ha abierto
049949	y
049950	a los
049951	mensajeros
049952	de el
049953	Dios
049954	estando ascendiendo
049955	y
049956	estando descendiendo
049957	encima
049958	a el
049959	Hijo
049960	de el
049961	hombre
049962	Y
049963	el
049964	día
049965	el
049966	tercero
049967	fiesta de boda
049968	llegó a ser
049969	en
049970	Caná
049971	de la
049972	Galilea
049973	y
049974	estaba siendo
049975	la
049976	madre
049977	de el
049978	Jesús
049979	allí
049980	Fue llamado
049981	pero
049982	también
049983	el
049984	Jesús
049985	y
049986	los
049987	aprendices
049988	de él
049989	hacia dentro
049990	a la
049991	fiesta de boda
049992	Y
049993	habiendo faltado
049994	vino
049995	está diciendo
049996	la
049997	madre
049998	de el
049999	Jesús
050000	hacia
050001	él
050002	Vino
050003	no
050004	están teniendo
050005	Y
050006	está diciendo
050007	a ella
050008	el
050009	Jesús
050010	¿Qué
050011	a mí
050012	y
050013	a ti
050014	mujer?
050015	Todavía no
050016	está viniendo
050017	la
050018	hora
050019	de mí
050020	Está diciendo
050021	la
050022	madre
050023	de él
050024	a los
050025	siervos
050026	Cual
050027	algo
050028	probable
050029	esté diciendo
050030	a ustedes
050031	hagan
050032	Estaban siendo
050033	pero
050034	allí
050035	de piedra
050036	tinajas para agua
050037	seis
050038	según
050039	la
050040	limpieza
050041	de los
050042	judíos
050043	estando yaciendo
050044	estando haciendo lugar
050045	hacia arriba
050046	medida
050047	dos
050048	o
050049	tres
050050	Está diciendo
050051	a ellos
050052	el
050053	Jesús
050054	Llenen
050055	las
050056	tinajas para agua
050057	de agua
050058	Y
050059	llenaron
050060	a ellas
050061	hasta
050062	hacia arriba
050063	Y
050064	está diciendo
050065	a ellos
050066	Saquen
050067	ahora
050068	y
050069	estén llevando
050070	a el
050071	jefe de reclinatorio
050072	Los
050073	pero
050074	llevaron
050075	Como
050076	pero
050077	gustó
050078	el
050079	jefe de reclinatorio
050080	el
050081	agua
050082	vino
050083	ha sido hecho que llegue a ser
050084	y
050085	no
050086	había sabido
050087	de dónde
050088	está siendo
050089	los
050090	pero
050091	siervos
050092	habían sabido
050093	los
050094	han sacado
050095	el
050096	agua
050097	está emitiendo voz
050098	a el
050099	novio
050100	el
050101	jefe de reclinatorio
050102	Y
050103	está diciendo
050104	a él
050105	Todo
050106	hombre
050107	primero
050108	el
050109	excelente
050110	vino
050111	está poniendo
050112	y
050113	cuando
050114	sean embriagados
050115	el
050116	inferior
050117	tú
050118	has guardado
050119	el
050120	excelente
050121	vino
050122	hasta
050123	ahora mismo
050124	Esto
050125	hizo
050126	principio
050127	de las
050128	señales
050129	el
050130	Jesús
050131	en
050132	Caná
050133	de la
050134	Galilea
050135	y
050136	manifestó
050137	el
050138	esplendor
050139	de él
050140	y
050141	confiaron
050142	hacia dentro
050143	a él
050144	los
050145	aprendices
050146	de él
050147	Después
050148	esto
050149	dio pasos hacia abajo
050150	hacia dentro
050151	Capernaum
050152	él
050153	y
050154	la
050155	madre
050156	de él
050157	y
050158	los
050159	hermanos
050160	de él
050161	y
050162	los
050163	aprendices
050164	de él
050165	y
050166	allí
050167	permanecieron
050168	no
050169	muchos
050170	días
050171	Y
050172	cerca
050173	estaba siendo
050174	la
050175	Pascua
050176	de los
050177	judíos
050178	y
050179	dio pasos hacia arriba
050180	hacia dentro
050181	Jerusalén
050182	el
050183	Jesús
050184	Y
050185	halló
050186	en
050187	el
050188	templo
050189	a los
050190	estando vendiendo
050191	toros
050192	y
050193	ovejas
050194	y
050195	palomas
050196	y
050197	a los
050198	cambiadores de monedas
050199	estando sentados
050200	Y
050201	habiendo hecho
050202	flagelo
050203	procedente de
050204	cuerdas
050205	a todos
050206	echó hacia fuera
050207	hacia fuera de
050208	el
050209	templo
050210	a las
050211	y
050212	ovejas
050213	y
050214	a los
050215	toros
050216	y
050217	de los
050218	cambistas
050219	desparramó
050220	las
050221	monedas
050222	y
050223	las
050224	mesas
050225	volcó
050226	Y
050227	a los
050228	las
050229	palomas
050230	estando vendiendo
050231	dijo
050232	Alcen
050233	estas (cosas)
050234	desde aquí
050235	no
050236	estén haciendo
050237	(de) la
050238	casa
050239	de el
050240	Padre
050241	mío
050242	casa
050243	de mercado
050244	Fueron hechos recordar
050245	los
050246	aprendices
050247	de él
050248	que
050249	ha sido escrito
050250	está siendo
050251	El
050252	celo
050253	de la
050254	casa
050255	de ti
050256	comerá completamente
050257	a mí
050258	Respondieron
050259	por lo tanto
050260	los
050261	judíos
050262	y
050263	dijeron
050264	a él
050265	¿Qué
050266	señal
050267	estás mostrando
050268	a nosotros
050269	que
050270	estas (cosas)
050271	estás haciendo?
050272	Respondió
050273	Jesús
050274	y
050275	dijo
050276	a ellos
050277	Derriben
050278	la
050279	habitación divina
050280	esta
050281	y
050282	en
050283	tres
050284	días
050285	levantaré
050286	a ella
050287	Dijeron
050288	por lo tanto
050289	los
050290	judíos
050291	Cuarenta
050292	y
050293	seis
050294	años
050295	fue construída
050296	la
050297	habitación divina
050298	esta
050299	¿Y
050300	tú
050301	en
050302	tres
050303	días
050304	levantarás
050305	a ella?
050306	Aquél
050307	pero
050308	estaba diciendo
050309	acerca de
050310	la
050311	habitación divina
050312	de el
050313	cuerpo
050314	de él
050315	Cuando
050316	por lo tanto
050317	fue levantado
050318	hacia fuera de
050319	muertos
050320	fueron recordados
